_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
6773f9adbc0adbb9a2fb71d7,Panela de pressão,utilidades domesticas,72.72,5.5249155811,2021-05-07,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
6773f9adbc0adbb9a2fb71d8,Sofá retrátil,moveis,931.13,47.1643103515,2021-05-07,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb71d9,Modelagem preditiva,livros,83.01,2.0044718388,2021-05-07,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb71da,Guarda roupas,moveis,637.97,34.8583984037,2021-05-07,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71db,Guarda roupas,moveis,636.61,31.4820063865,2021-05-07,Felipe Santos,PB,5,cartao_credito,1,-7.28,-36.72
6773f9adbc0adbb9a2fb71dc,Violão,instrumentos musicais,281.35,12.565480152,2021-05-07,Bruno Rodrigues,RJ,4,boleto,1,-22.25,-42.66
6773f9adbc0adbb9a2fb71dd,Bola de basquete,esporte e lazer,69.39,1.2792478133,2021-05-07,Bianca Santos,MA,4,boleto,1,-5.42,-45.44
6773f9adbc0adbb9a2fb71de,Celular Plus X42,eletronicos,2924.32,153.2956815313,2021-05-07,Larissa Alves,RS,2,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb71df,Jogo de copos,utilidades domesticas,43.66,2.8558681782,2022-05-07,Mariana Ferreira,PR,1,boleto,1,-24.89,-51.55
6773f9adbc0adbb9a2fb71e0,TV Led UHD 4K,eletronicos,3746.15,197.0556566349,2022-05-07,Larissa Alves,PR,5,boleto,1,-24.89,-51.55
6773f9adbc0adbb9a2fb71e1,Lava louças,eletrodomesticos,1321.49,70.6484928333,2022-05-07,Rafael Costa,SP,3,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71e2,Bicicleta,esporte e lazer,884.13,44.6617017464,2022-05-07,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71e6,Poltrona,moveis,367.66,20.1078934554,2021-06-07,Felipe Santos,MT,1,cartao_credito,2,-12.64,-55.42
6773f9adbc0adbb9a2fb71e7,Micro-ondas,eletrodomesticos,609.22,30.0235712867,2021-06-07,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb71e8,Pandeiro,instrumentos musicais,58.72,3.4154401587,2021-06-07,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
6773f9adbc0adbb9a2fb71e9,Cadeira de escritório,moveis,319.29,26.582175481,2021-06-07,Rafael Costa,RJ,5,cartao_credito,6,-22.25,-42.66
6773f9adbc0adbb9a2fb71ea,Mochila,esporte e lazer,139.62,17.0152885009,2021-06-07,João Souza,BA,2,cartao_credito,7,-13.29,-41.71
6773f9adbc0adbb9a2fb71eb,Modelagem preditiva,livros,101.63,5.6946176647,2021-06-07,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71ec,Fone de ouvido,eletronicos,175.75,6.9425978394,2022-06-07,Bianca Santos,DF,5,cartao_credito,2,-15.83,-47.86
6773f9adbc0adbb9a2fb71ed,Mesa de jantar,moveis,359.91,19.4529015576,2022-06-07,Lucas Oliveira,DF,5,boleto,1,-15.83,-47.86
6773f9adbc0adbb9a2fb71ee,Cama king,moveis,902.35,45.6318619333,2022-06-07,Bianca Santos,CE,4,cartao_credito,1,-5.2,-39.53
6773f9adbc0adbb9a2fb71ef,Jogo de copos,utilidades domesticas,33.91,2.3367100102,2022-06-07,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71f0,Guitarra,instrumentos musicais,904.01,57.230199238,2022-06-07,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71f1,Cama box,moveis,799.6,40.1607335468,2022-06-07,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71f2,Secadora de roupas,eletrodomesticos,1551.72,83.1555263249,2022-06-07,Juliana Costa,RS,5,cartao_credito,2,-30.17,-53.5
6773f9adbc0adbb9a2fb71f9,Violão,instrumentos musicais,490.1,23.6807896477,2021-07-07,Rafael Costa,GO,2,boleto,1,-15.98,-49.86
6773f9adbc0adbb9a2fb71fa,Lava louças,eletrodomesticos,1682.76,89.8850334873,2021-07-07,João Souza,BA,5,cartao_credito,8,-13.29,-41.71
6773f9adbc0adbb9a2fb71fb,Copo térmico,esporte e lazer,53.59,3.1366321884,2021-07-07,Juliana Costa,RS,1,cartao_credito,8,-30.17,-53.5
6773f9adbc0adbb9a2fb71fc,Celular Plus X42,eletronicos,3153.72,168.4572068622,2021-07-07,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb71fd,Xadrez de madeira,brinquedos,33.06,4.9241618649,2021-07-07,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb71fe,Celular Plus X42,eletronicos,2651.48,138.7677723442,2021-07-07,Lucas Oliveira,RJ,1,cartao_debito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb71ff,Jogo de copos,utilidades domesticas,50.36,9.061132862,2021-07-07,Juliana Costa,RJ,1,cartao_credito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb7200,Pandeiro,instrumentos musicais,73.86,1.5172618657,2021-07-07,Thiago Silva,RJ,2,cartao_credito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb7201,Lavadora de roupas,eletrodomesticos,1623.33,84.0218779344,2022-07-07,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7202,Bateria,instrumentos musicais,1071.05,63.4098047144,2022-07-07,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7203,Assistente virtual,eletronicos,307.0,13.9312654865,2022-07-07,Pedro Gomes,PR,5,cartao_credito,2,-24.89,-51.55
6773f9adbc0adbb9a2fb7204,Jogo de panelas,utilidades domesticas,279.29,15.4024568081,2022-07-07,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
6773f9adbc0adbb9a2fb7205,Cubo mágico 8x8,brinquedos,27.61,13.1161776416,2022-07-07,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
6773f9adbc0adbb9a2fb720d,Guarda roupas,moveis,657.6,32.5996607401,2021-08-07,Mariana Ferreira,SP,2,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb720e,Secadora de roupas,eletrodomesticos,1800.71,93.4668293038,2021-08-07,Mariana Ferreira,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb720f,Panela de pressão,utilidades domesticas,99.49,5.8238081835,2021-08-07,Camila Ribeiro,SP,3,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb7210,Boneca bebê,brinquedos,58.9,0.0,2021-08-07,João Souza,SP,3,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7211,Fone de ouvido,eletronicos,94.61,5.7247100255,2021-08-07,Isabella Pereira,CE,5,cartao_credito,2,-5.2,-39.53
6773f9adbc0adbb9a2fb7212,Corda de pular,esporte e lazer,24.32,1.9819789862,2021-08-07,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
6773f9adbc0adbb9a2fb7213,Bicicleta,esporte e lazer,629.28,33.7960436839,2021-08-07,Isabella Pereira,PR,4,cartao_credito,5,-24.89,-51.55
6773f9adbc0adbb9a2fb7214,Micro-ondas,eletrodomesticos,528.29,29.7826475427,2021-08-07,Isabella Pereira,MT,3,boleto,1,-12.64,-55.42
6773f9adbc0adbb9a2fb7215,Secadora de roupas,eletrodomesticos,983.72,53.0671427237,2021-08-07,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
6773f9adbc0adbb9a2fb7216,Pandeiro,instrumentos musicais,63.72,3.9240028296,2022-08-07,Bianca Santos,SP,1,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7217,Copo térmico,esporte e lazer,83.46,4.9702589082,2022-08-07,Bruno Rodrigues,SP,3,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7218,Cubo mágico 8x8,brinquedos,24.12,1.9713295879,2022-08-07,Larissa Alves,MG,1,cartao_credito,1,-18.1,-44.38
6773f9adbc0adbb9a2fb7219,Guarda roupas,moveis,684.29,37.12339603,2022-08-07,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
6773f9adbc0adbb9a2fb721a,Bicicleta,esporte e lazer,850.42,42.8667456597,2022-08-07,João Souza,RO,1,cartao_credito,1,-10.83,-63.34
6773f9adbc0adbb9a2fb721b,Headset,eletronicos,131.07,7.8674983635,2022-08-07,João Souza,RS,5,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb721c,Micro-ondas,eletrodomesticos,972.95,52.0897863823,2022-08-07,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
6773f9adbc0adbb9a2fb7223,Cômoda,moveis,381.82,20.8570313208,2021-09-07,Camila Ribeiro,PB,5,boleto,1,-7.28,-36.72
6773f9adbc0adbb9a2fb7224,Cama king,moveis,770.24,41.5440673323,2021-09-07,Isabella Pereira,PE,5,cartao_credito,8,-8.38,-37.86
6773f9adbc0adbb9a2fb7225,TV Led UHD 4K,eletronicos,3766.19,200.8270640923,2021-09-07,Mariana Ferreira,PB,5,cartao_credito,1,-7.28,-36.72
6773f9adbc0adbb9a2fb7226,Bola de vôlei,esporte e lazer,78.98,4.4942242085,2021-09-07,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb7227,Tablet ABXY,eletronicos,868.37,46.7691946176,2021-09-07,João Souza,SP,5,cupom,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7228,Bateria,instrumentos musicais,968.37,57.8047246387,2021-09-07,Thiago Silva,RR,3,boleto,1,1.99,-61.33
6773f9adbc0adbb9a2fb7229,Celular Plus X42,eletronicos,3400.06,187.2849016336,2022-09-07,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
6773f9adbc0adbb9a2fb722a,Fogão,eletrodomesticos,695.63,34.6246438305,2022-09-07,João Souza,MG,5,cartao_credito,2,-18.1,-44.38
6773f9adbc0adbb9a2fb722b,Geladeira,eletrodomesticos,2866.22,150.2020313195,2022-09-07,Thiago Silva,MG,5,cartao_credito,1,-18.1,-44.38
6773f9adbc0adbb9a2fb722c,Xadrez de madeira,brinquedos,30.06,0.0,2022-09-07,Pedro Gomes,DF,4,cartao_credito,2,-15.83,-47.86
6773f9adbc0adbb9a2fb722d,Fogão,eletrodomesticos,757.26,46.7014312214,2022-09-07,Mariana Ferreira,DF,5,cartao_credito,3,-15.83,-47.86
6773f9adbc0adbb9a2fb722e,Dinossauro Rex,brinquedos,28.39,7.753617478,2022-09-07,Juliana Costa,PE,3,cartao_credito,1,-8.38,-37.86
6773f9adbc0adbb9a2fb722f,Pandeiro,instrumentos musicais,44.81,0.0,2022-09-07,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7230,Iniciando em programação,livros,65.35,1.0641299672,2022-09-07,Bianca Santos,BA,4,cartao_debito,1,-13.29,-41.71
6773f9adbc0adbb9a2fb7236,Micro-ondas,eletrodomesticos,437.6,20.8853225889,2021-10-07,Felipe Santos,MA,3,cartao_credito,3,-5.42,-45.44
6773f9adbc0adbb9a2fb7237,Secadora de roupas,eletrodomesticos,1862.64,99.7110809521,2021-10-07,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7238,Fone de ouvido,eletronicos,169.03,6.5847780559,2021-10-07,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb7239,Jogo de panelas,utilidades domesticas,271.52,12.0420622246,2021-10-07,João Souza,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb723a,Kit banquetas,moveis,353.82,25.2194649318,2021-10-07,Isabella Pereira,MG,1,boleto,1,-18.1,-44.38
6773f9adbc0adbb9a2fb723b,Headset,eletronicos,83.11,4.7084833803,2021-10-07,Bianca Santos,RJ,4,cartao_credito,2,-22.25,-42.66
6773f9adbc0adbb9a2fb723c,Tablet ABXY,eletronicos,1962.13,102.0619586872,2021-10-07,Isabella Pereira,RJ,4,cartao_credito,10,-22.25,-42.66
6773f9adbc0adbb9a2fb723d,Modelagem preditiva,livros,92.04,2.4852921729,2021-10-07,Beatriz Moraes,RJ,4,cartao_credito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb723e,Ciência de dados com python,livros,83.49,2.0300303948,2022-10-07,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb723f,Iniciando em programação,livros,59.31,3.6891835967,2022-10-07,Beatriz Moraes,PR,5,cartao_credito,2,-24.89,-51.55
6773f9adbc0adbb9a2fb7240,Corda de pular,esporte e lazer,32.89,2.2823980787,2022-10-07,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7241,Cama king,moveis,1210.47,70.6958213042,2022-10-07,Bruno Rodrigues,RS,1,cartao_credito,3,-30.17,-53.5
6773f9adbc0adbb9a2fb7242,Assistente virtual,eletronicos,174.59,9.585169075,2022-10-07,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7243,Cama box,moveis,532.65,35.9175903596,2022-10-07,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7244,Cama box,moveis,752.99,37.6788912685,2022-10-07,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
6773f9adbc0adbb9a2fb7245,Celular ABXY,eletronicos,1130.91,60.7438202557,2022-10-07,Thiago Silva,RS,1,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7246,Fone de ouvido,eletronicos,154.96,5.8355928842,2022-10-07,Thiago Silva,MS,1,boleto,1,-20.51,-54.54
6773f9adbc0adbb9a2fb724c,Micro-ondas,eletrodomesticos,860.36,48.9753980126,2021-11-07,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb724d,Lavadora de roupas,eletrodomesticos,1693.4,87.7528946356,2021-11-07,Bianca Santos,RJ,1,cartao_credito,3,-22.25,-42.66
6773f9adbc0adbb9a2fb724e,Cubo mágico 8x8,brinquedos,26.88,0.0,2021-11-07,Camila Ribeiro,RJ,5,boleto,1,-22.25,-42.66
6773f9adbc0adbb9a2fb724f,Mesa de jantar,moveis,225.77,12.5526778178,2021-11-07,Bruno Rodrigues,DF,4,cartao_credito,2,-15.83,-47.86
6773f9adbc0adbb9a2fb7250,Mesa de centro,moveis,286.8,15.8023417149,2021-11-07,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7251,Blocos de montar,brinquedos,44.1,0.0,2021-11-07,Larissa Alves,SP,2,cartao_credito,4,-22.19,-48.79
6773f9adbc0adbb9a2fb7252,Guarda roupas,moveis,646.73,35.3762747072,2021-11-07,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb7253,Celular ABXY,eletronicos,1239.47,72.377663039,2021-11-07,Lucas Oliveira,MT,1,cartao_credito,1,-12.64,-55.42
6773f9adbc0adbb9a2fb7254,Smartwatch,eletronicos,171.2,10.5150003078,2021-11-07,Juliana Costa,DF,5,cartao_credito,2,-15.83,-47.86
6773f9adbc0adbb9a2fb7255,Assistente virtual,eletronicos,279.97,18.07137656,2021-11-07,Pedro Gomes,SP,1,cupom,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7256,Secadora de roupas,eletrodomesticos,1329.6,71.0803259352,2022-11-07,Larissa Alves,PR,4,cartao_credito,1,-24.89,-51.55
6773f9adbc0adbb9a2fb7257,Cômoda,moveis,300.12,23.7824967355,2022-11-07,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
6773f9adbc0adbb9a2fb7258,Bola de basquete,esporte e lazer,44.42,2.6540081789,2022-11-07,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7259,Assistente virtual,eletronicos,300.49,16.2833144135,2022-11-07,Felipe Santos,DF,4,cartao_credito,3,-15.83,-47.86
6773f9adbc0adbb9a2fb725a,Corda de pular,esporte e lazer,34.37,2.3612036263,2022-11-07,Bianca Santos,SP,1,cartao_credito,5,-22.19,-48.79
6773f9adbc0adbb9a2fb7261,Jogo de copos,utilidades domesticas,54.89,6.0865436915,2021-12-07,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7262,Ciência de dados com python,livros,82.17,1.9597443659,2021-12-07,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7263,Dinossauro Rex,brinquedos,28.19,0.0,2021-12-07,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
6773f9adbc0adbb9a2fb7264,TV Led UHD 4K,eletronicos,2045.26,116.7059516499,2021-12-07,João Souza,DF,5,cartao_credito,3,-15.83,-47.86
6773f9adbc0adbb9a2fb7265,Pandeiro,instrumentos musicais,127.16,4.3553265178,2021-12-07,Thiago Silva,GO,5,cartao_credito,1,-15.98,-49.86
6773f9adbc0adbb9a2fb7266,Jogo de panelas,utilidades domesticas,280.65,12.5282072579,2021-12-07,Bruno Rodrigues,RS,2,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7267,Headset,eletronicos,120.07,3.9778053474,2022-12-07,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
6773f9adbc0adbb9a2fb7268,Assistente virtual,eletronicos,221.02,9.353089149,2022-12-07,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7269,Cama box,moveis,939.83,50.3262460207,2022-12-07,Thiago Silva,RS,1,cartao_credito,2,-30.17,-53.5
6773f9adbc0adbb9a2fb726a,Ciência de dados com python,livros,86.71,4.90017255,2022-12-07,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb726b,Cama box,moveis,932.5,47.2372587299,2022-12-07,Felipe Santos,SP,3,cartao_credito,7,-22.19,-48.79
6773f9adbc0adbb9a2fb726c,Smart TV,eletronicos,2012.13,107.8268813512,2022-12-07,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb7273,Dashboards com Power BI,livros,54.04,6.0412837486,2021-01-08,Mariana Ferreira,PI,4,cartao_credito,7,-6.6,-42.28
6773f9adbc0adbb9a2fb7274,Dinossauro Rex,brinquedos,29.66,1.8624316795,2021-01-08,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7275,Iniciando em programação,livros,54.49,6.0652448948,2021-01-08,Rafael Costa,SP,5,cartao_credito,7,-22.19,-48.79
6773f9adbc0adbb9a2fb7276,Cômoda,moveis,359.51,26.6984062346,2021-01-08,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7277,Xadrez de madeira,brinquedos,30.76,2.164142451,2021-01-08,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb7278,Fone de ouvido,eletronicos,167.55,9.8099486169,2021-01-08,Thiago Silva,MG,3,cartao_credito,8,-18.1,-44.38
6773f9adbc0adbb9a2fb7279,Smartwatch,eletronicos,251.8,16.5714088067,2021-01-08,Rafael Costa,MG,3,cartao_credito,1,-18.1,-44.38
6773f9adbc0adbb9a2fb727a,Xadrez de madeira,brinquedos,48.31,3.0986271536,2021-01-08,João Souza,RS,5,cartao_credito,2,-30.17,-53.5
6773f9adbc0adbb9a2fb727b,Blocos de montar,brinquedos,43.31,0.0,2021-01-08,Camila Ribeiro,PR,5,cartao_credito,1,-24.89,-51.55
6773f9adbc0adbb9a2fb727c,Iniciando em programação,livros,67.85,3.8959342885,2022-01-08,Rafael Costa,MG,4,cartao_credito,2,-18.1,-44.38
6773f9adbc0adbb9a2fb727d,Cubo mágico 8x8,brinquedos,29.54,7.9525304969,2022-01-08,Beatriz Moraes,RJ,5,cartao_credito,2,-22.25,-42.66
6773f9adbc0adbb9a2fb727e,Cama box,moveis,671.52,33.3408588631,2022-01-08,Juliana Costa,RJ,5,cartao_credito,3,-22.25,-42.66
6773f9adbc0adbb9a2fb727f,Celular Plus X42,eletronicos,2023.97,105.3547526476,2022-01-08,Camila Ribeiro,RJ,4,cartao_debito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb7280,Iniciando em programação,livros,86.64,5.144423877,2022-01-08,Isabella Pereira,SC,5,cartao_credito,1,-27.45,-50.95
6773f9adbc0adbb9a2fb7281,Bateria,instrumentos musicais,899.96,48.4464275465,2022-01-08,Larissa Alves,RS,2,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7282,Mochila,esporte e lazer,116.04,6.70988543,2022-01-08,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7283,Geladeira,eletrodomesticos,2269.44,121.123978517,2022-01-08,Bianca Santos,RS,4,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7284,Modelagem preditiva,livros,97.21,2.7605791195,2022-01-08,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
6773f9adbc0adbb9a2fb7285,Fogão,eletrodomesticos,1218.91,65.5903026772,2022-01-08,Isabella Pereira,RS,4,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7286,Iniciando em programação,livros,68.04,11.4249349259,2022-01-08,João Souza,PR,5,boleto,1,-24.89,-51.55
6773f9adbc0adbb9a2fb7287,Lavadora de roupas,eletrodomesticos,2024.31,105.3728566247,2022-01-08,Thiago Silva,SP,1,cartao_credito,5,-22.19,-48.79
6773f9adbc0adbb9a2fb7288,Cadeira de escritório,moveis,693.36,37.4504386183,2022-01-08,Lucas Oliveira,PE,3,cartao_credito,21,-8.38,-37.86
6773f9adbc0adbb9a2fb7289,Cama king,moveis,765.1,38.3237123367,2022-01-08,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb728a,Cômoda,moveis,422.82,28.8935073519,2023-01-08,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
6773f9adbc0adbb9a2fb728b,Geladeira,eletrodomesticos,2136.46,114.4470798164,2023-01-08,Lucas Oliveira,BA,1,cartao_credito,2,-13.29,-41.71
6773f9adbc0adbb9a2fb728c,Impressora,eletronicos,314.91,26.3489536578,2023-01-08,Pedro Gomes,RJ,4,cartao_debito,1,-22.25,-42.66
6773f9adbc0adbb9a2fb728d,Cômoda,moveis,368.58,17.210215229,2023-01-08,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb728e,Assistente virtual,eletronicos,349.18,16.177223592,2023-01-08,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb728f,Fone de ouvido,eletronicos,84.6,2.0891345554,2023-01-08,Bianca Santos,SP,5,cartao_debito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7290,Celular Plus X42,eletronicos,1788.02,95.7377904392,2023-01-08,Isabella Pereira,RS,4,boleto,1,-30.17,-53.5
6773f9adbc0adbb9a2fb7294,Violão,instrumentos musicais,471.28,25.3773681082,2021-02-08,João Souza,PR,2,cartao_credito,3,-24.89,-51.55
6773f9adbc0adbb9a2fb7295,Bateria,instrumentos musicais,671.95,33.3637550695,2021-02-08,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7296,Jogo de panelas,utilidades domesticas,144.15,8.2066583637,2021-02-08,Thiago Silva,MG,1,cartao_credito,3,-18.1,-44.38
6773f9adbc0adbb9a2fb7297,Celular Plus X42,eletronicos,2154.11,112.2843161339,2021-02-08,Camila Ribeiro,RS,5,cartao_credito,10,-30.17,-53.5
6773f9adbc0adbb9a2fb7298,Poltrona,moveis,264.74,11.6810476216,2021-02-08,Juliana Costa,SP,5,cartao_debito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb7299,Impressora,eletronicos,437.88,26.479609003,2022-02-08,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb729a,Copo térmico,esporte e lazer,54.3,3.4224161688,2022-02-08,Lucas Oliveira,RN,5,cartao_credito,10,-5.81,-36.59
6773f9adbc0adbb9a2fb729b,Carrinho controle remoto,brinquedos,98.18,5.5109155436,2022-02-08,Camila Ribeiro,MG,1,cupom,1,-18.1,-44.38
6773f9adbc0adbb9a2fb729c,Pandeiro,instrumentos musicais,75.69,4.5613693191,2022-02-08,Felipe Santos,MG,5,cartao_credito,6,-18.1,-44.38
6773f9adbc0adbb9a2fb729d,Secadora de roupas,eletrodomesticos,1234.57,63.3215774814,2022-02-08,Bianca Santos,MG,1,cartao_credito,3,-18.1,-44.38
6773f9adbc0adbb9a2fb729e,Cubo mágico 8x8,brinquedos,24.83,0.0,2022-02-08,João Souza,DF,4,boleto,1,-15.83,-47.86
6773f9adbc0adbb9a2fb729f,Poltrona,moveis,342.84,18.786303124,2022-02-08,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
6773f9adbc0adbb9a2fb72a0,Xadrez de madeira,brinquedos,47.34,0.0,2022-02-08,Rafael Costa,GO,5,cartao_credito,4,-15.98,-49.86
6773f9adbc0adbb9a2fb72a1,Fogão,eletrodomesticos,1185.88,63.6756469194,2022-02-08,Mariana Ferreira,RS,5,cartao_credito,1,-30.17,-53.5
6773f9adbc0adbb9a2fb72a2,Ciência de dados com python,livros,55.06,0.0,2022-02-08,Bianca Santos,PR,4,boleto,1,-24.89,-51.55
6773f9adbc0adbb9a2fb72a3,Kit banquetas,moveis,345.59,18.6847537345,2022-02-08,João Souza,SP,4,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb72a4,Cama box,moveis,862.74,43.5227485962,2023-02-08,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
6773f9adbc0adbb9a2fb72a5,Pandeiro,instrumentos musicais,128.44,7.7274587756,2023-02-08,Mariana Ferreira,SP,4,cartao_credito,8,-22.19,-48.79
6773f9adbc0adbb9a2fb72a6,Micro-ondas,eletrodomesticos,750.35,43.1176964671,2023-02-08,Beatriz Moraes,SP,4,cartao_credito,3,-22.19,-48.79
6773f9adbc0adbb9a2fb72a7,Cama box,moveis,640.61,34.7975674371,2023-02-08,Thiago Silva,PR,5,cartao_credito,6,-24.89,-51.55
6773f9adbc0adbb9a2fb72a8,Bicicleta,esporte e lazer,323.68,14.8194253063,2023-02-08,João Souza,PR,5,cartao_credito,1,-24.89,-51.55
6773f9adbc0adbb9a2fb72a9,Corda de pular,esporte e lazer,23.44,0.0,2023-02-08,Bruno Rodrigues,SP,1,cartao_credito,8,-22.19,-48.79
6773f9adbc0adbb9a2fb72aa,Boneca bebê,brinquedos,57.55,3.3531411786,2023-02-08,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
6773f9adbc0adbb9a2fb72ab,Jogo de panelas,utilidades domesticas,199.07,11.1309831422,2023-02-08,Juliana Costa,PE,5,cartao_credito,1,-8.38,-37.86
6773f9adbc0adbb9a2fb72ac,Carrinho controle remoto,brinquedos,81.85,1.9427053285,2023-02-08,João Souza,BA,5,cartao_credito,1,-13.29,-41.71
